,date,adj _close,volume,VolStat,id,negative,neutral,positive,vix_adj_close,close_previous
0,2016-03-30,9.8388,4269900,0.019266055045871637,10,67,227,183,13.56,9.8297
1,2016-04-29,9.8297,2314100,0.026291931097008083,10,65,269,135,15.7,8.6217
2,2016-06-29,8.6217,2845400,0.012698412698412617,10,123,201,148,16.64,9.1957
3,2016-08-30,9.1957,2934800,0.012974051896207664,10,77,225,176,13.12,9.7178
4,2016-09-29,9.7178,4595000,0.03724394785847303,10,89,234,156,14.02,11.8564
5,2016-11-29,11.8564,5180900,0.020472440944881876,10,44,254,174,12.9,12.4456
6,2016-12-30,12.4456,1926800,0.020334059549745778,10,111,246,121,14.04,12.6113
7,2017-01-30,12.6113,2019500,0.0116873630387144,10,77,204,185,11.88,12.815
8,2017-02-27,12.815,3860600,0.018315018315018316,10,84,303,86,12.09,12.6577
9,2017-03-30,12.6577,1444100,0.015532544378698157,10,137,62,281,11.54,15.0075
10,2017-05-30,15.0075,2628600,0.014742014742014645,10,84,219,168,10.38,14.2362
11,2017-06-29,14.2362,2948800,0.03474903474903481,10,34,324,91,11.44,13.8376
12,2017-08-30,13.8376,2362900,0.020463847203274144,10,31,116,338,11.22,14.5006
13,2017-09-29,14.5006,1758500,0.016108247422680414,10,71,261,129,9.51,14.0804
14,2017-10-30,14.0804,1499800,0.01265822784810135,10,163,161,101,10.5,15.0297
15,2018-01-30,15.0297,4766300,0.03084515731030239,10,85,176,194,14.79,15.2736
16,2018-02-27,15.2736,3110400,0.03198551599275806,10,16,379,58,18.59,15.6744
17,2018-05-30,15.6744,2885500,0.020012128562765425,10,66,162,219,14.94,16.2859
18,2018-06-29,16.2859,1609000,0.00987797791981416,10,40,122,304,16.09,15.6413
19,2018-07-30,15.6413,2805500,0.02382370458606326,10,91,170,198,14.26,16.7788
20,2018-08-30,16.7788,2222700,0.016264722378014736,10,136,154,183,13.53,16.3549
21,2018-10-30,16.3549,3740300,0.026190476190476264,10,69,186,183,23.35,17.2027
22,2018-11-29,17.2027,3809500,0.026800670016750443,10,122,182,165,18.79,16.595
23,2019-01-30,16.595,2084500,0.014543339150668992,10,71,161,246,17.66,16.6332
24,2019-02-27,16.6332,5446000,0.02099125364431484,10,87,221,150,14.7,18.0097
25,2019-04-29,18.0097,2410400,0.017600000000000098,10,143,165,153,13.11,17.7402
26,2019-05-30,17.7402,2148800,0.012452625879805113,10,101,179,185,17.3,17.8854
27,2019-07-30,17.8854,2307400,0.014054054054053947,10,61,232,149,13.94,21.3887
28,2019-08-30,21.3887,1972200,0.01081568273997289,10,135,133,194,18.98,20.5623
29,2019-10-30,20.5623,1710800,0.014705882352941117,10,100,185,181,12.33,20.9597
30,2019-11-29,20.9597,1149000,0.016143911439114294,10,93,199,169,12.62,21.6635
31,2019-12-30,21.6635,2249600,0.01626016260162615,10,63,159,258,14.82,21.4191
32,2020-01-30,21.4191,1140000,0.00915331807780317,10,55,308,112,15.49,19.6301
33,2020-02-27,19.6301,4721800,0.09128822984244667,10,75,234,147,39.16,14.7226
34,2020-03-30,14.7226,7415300,0.1211901306240929,10,69,208,192,57.08,20.1022
35,2020-04-29,20.1022,7128000,0.046328240512567655,10,89,169,211,31.23,21.3523
36,2020-06-29,21.3523,2443000,0.053672316384180824,10,126,151,187,31.78,22.8212
37,2020-07-30,22.8212,2863500,0.02411714039621026,10,86,213,143,24.76,22.0834
38,2020-09-29,22.0834,3184200,0.03170289855072477,10,93,179,183,26.27,21.5893
39,2020-10-30,21.5893,2346000,0.03524627202891991,10,67,123,267,38.02,21.7668
40,2020-12-30,21.7668,1278500,0.02249212775528565,10,117,157,184,22.77,20.3512
41,2021-03-30,20.3512,2096100,0.017148456638902396,10,63,217,112,19.61,22.5217
42,2021-04-29,22.5217,1238700,0.013398838767306865,10,86,185,180,17.61,
